speech_type,proceeding,date,speaker_surname,country,speaker_name,country_code,position,similarity_score,word_count_diff
General debate,A_48_PV.15_E, 1993-10-04 ,Naimi-Arfa,Iran,Bahman  Naimi-Arfa,IRN,,BUG,BUG
General debate,A_48_PV.15_E, 1993-10-04 ,McLean,United States,J. Phillip  McLean,USA,former Secretary-General of the United Nations; to Mr. Boutros Boutros-Ghali,0.9144399496810743,2679
General debate,A_48_PV.15_E, 1993-10-04 ,Mesfin,Ethiopia,Seyoum  Mesfin,ETH,,BUG,BUG
General debate,A_48_PV.15_E, 1993-10-04 ,Jameel,Maldives,Fathulla  Jameel,MDV,,BUG,BUG
General debate,A_48_PV.15_E, 1993-10-04 ,Natchaba,Togo,Ouattara  Natchaba,TGO,,0.9878571606836437,19363
General debate,A_48_PV.15_E, 1993-10-04 ,Simmonds,Saint Kitts and Nevis,Kennedy  Simmonds,KNA,Prime Minister and Minister for Foreign Affairs of Saint Kitts and Nevis,BUG,BUG
General debate,A_48_PV.15_E, 1993-10-04 ,Al-Thani,Qatar,Meshal Hamad Mohamed J.   Al-Thani,QAT,,0.9693739889848767,4619
General debate,A_48_PV.15_E, 1993-10-04 ,Abreu Bonilla,Uruguay,Sergio  Abreu Bonilla,URY,,BUG,BUG
General debate,A_48_PV.15_E, 1993-10-04 ,Moravcik,Slovakia,Josef  Moravcik,SVK,,BUG,BUG
General debate,A_48_PV.15_E, 1993-10-04 ,Norodom Ranariddh,Cambodia,Prince of Cambodia  Norodom Ranariddh,KHM,First Prime Minister of the Royal Government of Cambodia,0.9666032113658025,23471
General debate,A_48_PV.15_E, 1993-10-04 ,Monteiro,Cape Verde,António  Monteiro,CPV,President of the Republic of Cape Verde,BUG,BUG
General debate,A_48_PV.16_E, 1993-10-05 ,Suleimenov,Kazakhstan,Touleutai  Suleimenov,KAZ,,BUG,BUG
General debate,A_48_PV.16_E, 1993-10-05 ,Dembri,Algeria,Mohamed-Salah  Dembri,DZA,,BUG,BUG
General debate,A_48_PV.16_E, 1993-10-05 ,Hans-Adam II,Liechtenstein,Prince of Liechtenstein  Hans-Adam II,LIE,Head of State of the Principality of Liechtenstein,0.9758900725406081,6584
General debate,A_48_PV.16_E, 1993-10-05 ,Zhelev,Bulgaria,Zhelyu.  Zhelev,BGR,President of the Republic of Bulgaria,BUG,BUG
General debate,A_48_PV.16_E, 1993-10-05 ,Clerides,Cyprus,Glafcos  Clerides,CYP,President of the Republic of Cyprus,BUG,BUG
General debate,A_48_PV.17_E, 1993-10-05 ,Shihmuradov,Turkmenistan,Boris  Shihmuradov,TKM,,BUG,BUG
General debate,A_48_PV.17_E, 1993-10-05 ,Musyoka,Kenya,Stephen Kalonzo  Musyoka,KEN,,BUG,BUG
General debate,A_48_PV.17_E, 1993-10-05 ,Paredes Pena,Ecuador,Diego  Paredes Pena,ECU,,BUG,BUG
General debate,A_48_PV.17_E, 1993-10-05 ,Song,Democratic People's Republic of Korea,Won Ho  Song,PRK,,0.6743168012425386,-3944
General debate,A_48_PV.17_E, 1993-10-05 ,Fajardo Maldonado,Guatemala,Arturo  Fajardo Maldonado,GTM,,BUG,BUG
General debate,A_48_PV.17_E, 1993-10-05 ,Arosemena,Panama,Carlos  Arosemena,PAN,,BUG,BUG
General debate,A_48_PV.18_E, 1993-10-06 ,Tshering,Bhutan,Ugyen  Tshering,BTN,,BUG,BUG
General debate,A_48_PV.18_E, 1993-10-06 ,Wong,Singapore,Kan Seng  Wong,SGP,,BUG,BUG
General debate,A_48_PV.18_E, 1993-10-06 ,Zieleniec,Czech Republic,Josef  Zieleniec,CZE,,BUG,BUG
General debate,A_48_PV.18_E, 1993-10-06 ,Leekpai,Thailand,Chuan  Leekpai,THA,Prime Minister of the Kingdom of Thailand,BUG,BUG
General debate,A_48_PV.18_E, 1993-10-06 ,Al-Khalifa,Bahrain,Mohamed  Al-Khalifa,BHR,,BUG,BUG
General debate,A_48_PV.18_E, 1993-10-06 ,Kijiner,Marshall Islands,Tom  Kijiner,MHL,,BUG,BUG
General debate,A_48_PV.19_E, 1993-10-06 ,Hoxha,Albania,Ferit  Hoxha,ALB,,BUG,BUG
General debate,A_48_PV.19_E, 1993-10-06 ,Kim,Democratic People's Republic of Korea,Jae Hon  Kim,PRK,,0.6743168012425386,-3944
General debate,A_48_PV.19_E, 1993-10-06 ,Exarchos,Greece,Antonios  Exarchos,GRC,,BUG,BUG
General debate,A_48_PV.19_E, 1993-10-06 ,Fernando Guillén,Peru,Salas  Fernando Guillén,PER,,BUG,BUG
General debate,A_48_PV.19_E, 1993-10-06 ,Gurirab,Namibia,Theo-Ben  Gurirab,NAM,,BUG,BUG
General debate,A_48_PV.19_E, 1993-10-06 ,Sey,Gambia,Alhaji  Sey,GMB,,BUG,BUG
General debate,A_48_PV.19_E, 1993-10-06 ,Phan,Viet Nam,Van Khai  Phan,VNM,,BUG,BUG
General debate,A_48_PV.19_E, 1993-10-06 ,Niasse,Senegal,Moustapha  Niasse,SEN,,BUG,BUG
General debate,A_48_PV.19_E, 1993-10-06 ,Mohamed,Brunei Darussalam,Prince of Brunei Darussalam  Mohamed,BRN,the Principality of Andorra and Eritrea. I welcome all of them to the United Nations family. Some 15 years ago,0.5797762978475256,-924
General debate,A_48_PV.19_E, 1993-10-06 ,Habyarimana,Rwanda,Juvenal  Habyarimana,RWA,President of the Republic of Rwanda,BUG,BUG
General debate,A_48_PV.20_E, 1993-10-07 ,Mungra,Suriname,Subhas  Mungra,SUR,,BUG,BUG
General debate,A_48_PV.20_E, 1993-10-07 ,Karabayev,Kyrgyzstan,Ednan  Karabayev,KGZ,,BUG,BUG
General debate,A_48_PV.20_E, 1993-10-07 ,Romulo,Philippines,Roberto  Romulo,PHL,,BUG,BUG
General debate,A_48_PV.20_E, 1993-10-07 ,Gombosuren,Mongolia,Tserenpiliin  Gombosuren,MNG,,BUG,BUG
General debate,A_48_PV.20_E, 1993-10-07 ,Al-Muntasser,Libyan Arab Jamahiriya,Omar  Al-Muntasser,LBY,,BUG,BUG
General debate,A_48_PV.20_E, 1993-10-07 ,Izetbegovic,Bosnia and Herzegovina,Alija  Izetbegovic,BIH,President of the Republic of Bosnia and Herzegovina,BUG,BUG
General debate,A_48_PV.21_E, 1993-10-07 ,Abu Saleh,Sudan,Hussein  Abu Saleh,SDN,Custodian of the Two Holy Mosques,BUG,BUG
General debate,A_48_PV.21_E, 1993-10-07 ,Ssemogerere,Uganda,Paul  Ssemogerere,UGA,,0.9927610971285975,4648
General debate,A_48_PV.21_E, 1993-10-07 ,Ould Moine,Mauritania,Mohamed  Ould Moine,MRT,,BUG,BUG
General debate,A_48_PV.21_E, 1993-10-07 ,Al-Sahaf,Iraq,Mohammed Said  Al-Sahaf,IRQ,,BUG,BUG
General debate,A_48_PV.21_E, 1993-10-07 ,Robertson,Jamaica,Paul  Robertson,JAM,,BUG,BUG
General debate,A_48_PV.21_E, 1993-10-07 ,Basendwah,Yemen,Mohamed Salem  Basendwah,YEM,,BUG,BUG
General debate,A_48_PV.21_E, 1993-10-07 ,Rwegasira,United Republic of Tanzania,Joseph  Rwegasira,TZA,,BUG,BUG
General debate,A_48_PV.21_E, 1993-10-07 ,Shonekan,Nigeria,Ernest  Shonekan,NGA,Head and Commander-in-Chief of the Armed Forces of the Federal Republic of Nigeria,BUG,BUG
General debate,A_48_PV.22_E, 1993-10-08 ,Tau,Republic of Moldova,Nicolae Anton  Tau,MDA,,0.9997331886964014,0
General debate,A_48_PV.22_E, 1993-10-08 ,Qhobela,Lesotho,Molapo  Qhobela,LSO,,BUG,BUG
General debate,A_48_PV.22_E, 1993-10-08 ,Oyono,Cameroon,Ferdinand Leopold  Oyono,CMR,,BUG,BUG
General debate,A_48_PV.22_E, 1993-10-08 ,Moungar,Chad,Fidel  Moungar,TCD,Prime Minister of the Republic of Chad was escorted to the rostrum. ,BUG,BUG
General debate,A_48_PV.23_E, 1993-10-08 ,Bassia,Central African Republic,Jean-Marie  Bassia,CAF,,0.9999584524300099,0
General debate,A_48_PV.23_E, 1993-10-08 ,Hurst,Antigua and Barbuda,Lionel  Hurst,ATG,,BUG,BUG
General debate,A_48_PV.23_E, 1993-10-08 ,Niehaus-Quesada,Costa Rica,Bernd  Niehaus-Quesada,CRI,,BUG,BUG
General debate,A_48_PV.23_E, 1993-10-08 ,Abdullah,Oman,Yousuf  Abdullah,OMN,,0.985306999680254,7391
General debate,A_48_PV.23_E, 1993-10-08 ,Ben Moussa,Comoros,Mouslim  Ben Moussa,COM,,BUG,BUG
General debate,A_48_PV.24_E, 1993-10-11 ,Arsala,Afghanistan,Hedayat  Arsala,AFG,,BUG,BUG
General debate,A_48_PV.24_E, 1993-10-11 ,Tavera Guzman,Dominican Republic,Juan  Tavera Guzman,DOM,,BUG,BUG
General debate,A_48_PV.24_E, 1993-10-11 ,Chiepe,Botswana,Gaositwe  Chiepe,BWA,,BUG,BUG
General debate,A_48_PV.24_E, 1993-10-11 ,Seniloli,Fiji,Ratu  Seniloli,FJI,one of the great leaders of the indigenous people of Fiji. ,BUG,BUG
General debate,A_48_PV.24_E, 1993-10-11 ,Papazian,Armenia,Vahan  Papazian,ARM,,BUG,BUG
General debate,A_48_PV.24_E, 1993-10-11 ,Kaputin,Papua New Guinea,John  Kaputin,PNG,,BUG,BUG
General debate,A_48_PV.25_E, 1993-10-11 ,Mallet,Saint Lucia,William George  Mallet,LCA,,BUG,BUG
General debate,A_48_PV.25_E, 1993-10-11 ,Alleyne,Dominica,Brian  Alleyne,DMA,,BUG,BUG
General debate,A_48_PV.25_E, 1993-10-11 ,Lengsavad,Lao People's Democratic Republic,Somsavat  Lengsavad,LAO,,BUG,BUG
General debate,A_48_PV.25_E, 1993-10-11 ,Werleigh,Haiti,Claudette  Werleigh,HTI,,BUG,BUG
General debate,A_48_PV.25_E, 1993-10-11 ,Turnquest,Bahamas,Orville Alton  Turnquest,BHS,,BUG,BUG
General debate,A_48_PV.25_E, 1993-10-11 ,Mapinga Kasenda (Zaire),Zaire,apinga Kasenda ,COD,,BUG,BUG
General debate,A_48_PV.26_E, 1993-10-12 ,Gatti,San Marino,Gabriele  Gatti,SMR,,BUG,BUG
General debate,A_48_PV.26_E, 1993-10-12 ,Taitt,Barbados,Branford  Taitt,BRB,,BUG,BUG
General debate,A_48_PV.26_E, 1993-10-12 ,Gyaw,Myanmar,Ohn  Gyaw,MMR,,0.9899536387325669,4841
General debate,A_48_PV.26_E, 1993-10-12 ,Iles,Trinidad and Tobago,Annette des  Iles,TTO,,0.9851476774857902,8881
General debate,A_48_PV.27_E, 1993-10-12 ,Dumi,Albania,Dervish  Dumi,ALB,,BUG,BUG
General debate,A_48_PV.27_E, 1993-10-12 ,Aliyev,Azerbaijan,Yashar  Aliyev,AZE,an experienced politician and recognized leader of our country,BUG,BUG
General debate,A_48_PV.27_E, 1993-10-12 ,Mbekeani,Malawi,Nyemba  Mbekeani,MWI,,BUG,BUG
General debate,A_48_PV.27_E, 1993-10-12 ,Alexis,Grenada,Francis.  Alexis,GRD,the parties in New Caledonia and the South Pacific Forum to show restraint to give full consideration to each others concerns and sensitivities. What we see in New Caledonia today stands as a testament to the cooperative spirit characteristic of the Pacific region and as a true example of peaceful and preventive diplomacy at work. At the same time,BUG,BUG
General debate,A_48_PV.27_E, 1993-10-12 ,Alesana,Samoa,Tofilau Eti  Alesana,WSM,Prime Minister and Minister for Foreign Affairs of the Independent State of Western Samoa,BUG,BUG
General debate,A_48_PV.27_E, 1993-10-12 ,Young,Saint Vincent and the Grenadines,Herbert  Young,VCT,,BUG,BUG
General debate,A_48_PV.27_E, 1993-10-12 ,Cardoso,Guinea-Bissau,Bernardino  Cardoso,GNB,,BUG,BUG
General debate,A_48_PV.28_E, 1993-10-13 ,Allagany,Saudi Arabia,Gaafar  Allagany,SAU,,BUG,BUG
General debate,A_48_PV.28_E, 1993-10-13 ,Barrow,Belize,Dean  Barrow,BLZ,,0.9854015339026223,4007
General debate,A_48_PV.28_E, 1993-10-13 ,Koirala,Nepal,G.P.  Koirala,NPL,Prime Minister and Minister for Foreign Affairs of the Kingdom of Nepal,BUG,BUG
General debate,A_48_PV.28_E, 1993-10-13 ,Saemala,Solomon Islands,Francis J.  Saemala,SLB,,BUG,BUG
General debate,A_48_PV.28_E, 1993-10-13 ,Moses,Micronesia,Resio  Moses,FSM,,BUG,BUG
General debate,A_48_PV.29_E, 1993-10-13 ,Aliyev,Azerbaijan,Yashar  Aliyev,AZE,,BUG,BUG
General debate,A_48_PV.29_E, 1993-10-13 ,Matthews,Liberia,Gabriel  Matthews,LBR,,BUG,BUG
General debate,A_48_PV.29_E, 1993-10-13 ,Ndong,Equatorial Guinea,Damaso-Obiang  Ndong,GNQ,,BUG,BUG
General debate,A_48_PV.5_E, 1993-09-27 ,Serreqi,Albania,Alfred  Serreqi,ALB,President of the Republic of El Salvador,BUG,BUG
General debate,A_48_PV.5_E, 1993-09-27 ,Abdou,Djibouti,Bolock Abdou  Abdou,DJI,,BUG,BUG
General debate,A_48_PV.5_E, 1993-09-27 ,Silva Cimma,Chile,Enrique  Silva Cimma,CHL,,BUG,BUG
General debate,A_48_PV.5_E, 1993-09-27 ,Hannibalsson,Iceland,Jon  Hannibalsson,ISL,,BUG,BUG
General debate,A_48_PV.5_E, 1993-09-27 ,Essy,Côte d'Ivoire,Amara  Essy,CIV,,BUG,BUG
General debate,A_48_PV.5_E, 1993-09-27 ,Evans,Australia,Gareth J.  Evans,AUS,,BUG,BUG
General debate,A_48_PV.5_E, 1993-09-27 ,Brundtland,Norway,Gro Harlem  Brundtland,NOR,Prime Minister of the Kingdom of Norway,0.9521179793197955,8916
General debate,A_48_PV.5_E, 1993-09-27 ,Ben Yahia,Tunisia,Habib  Ben Yahia,TUN,,BUG,BUG
General debate,A_48_PV.5_E, 1993-09-27 ,Moussa,Egypt,Amre  Moussa,EGY,,BUG,BUG
General debate,A_48_PV.5_E, 1993-09-27 ,Albert II,Monaco,Prince of Monaco  Albert II,MCO,who was profoundly touched by the hardship and suffering caused by the First World War - set up the Medical-Legal Commission of Monaco,0.9076898573177382,2355
General debate,A_48_PV.5_E, 1993-09-27 ,Chissano,Mozambique,Joachim Alberto  Chissano,MOZ,President of the Republic of Mozambique,BUG,BUG
General debate,A_48_PV.5_E, 1993-09-27 ,Cristiani-Burkard,El Salvador,Alfredo  Cristiani-Burkard,SLV,President of the Republic of El Salvador,BUG,BUG
General debate,A_48_PV.6_E, 1993-09-28 ,Peres,Israel,Shimon  Peres,ISR,,BUG,BUG
General debate,A_48_PV.6_E, 1993-09-28 ,Kozyrev,Russian Federation,Andrei  Kozyrev,RUS,,BUG,BUG
General debate,A_48_PV.6_E, 1993-09-28 ,Ousmane,Niger,Mahamane  Ousmane,NER,President of the Republic of the Niger,BUG,BUG
General debate,A_48_PV.6_E, 1993-09-28 ,Karimov,Uzbekistan,Islam  Karimov,UZB,President of the Republic of Uzbekistan,BUG,BUG
General debate,A_48_PV.7_E, 1993-09-28 ,Moura,Angola,Venancio de  Moura,AGO,,0.9718547549905976,9061
General debate,A_48_PV.7_E, 1993-09-28 ,Kargbo,Sierra Leone,Karefa  Kargbo,SLE,,BUG,BUG
General debate,A_48_PV.7_E, 1993-09-28 ,Skubiszewski,Poland,Krzysztof  Skubiszewski,POL,,BUG,BUG
General debate,A_48_PV.7_E, 1993-09-28 ,Petersen,Denmark,Niels Helveg  Petersen,DNK,,BUG,BUG
General debate,A_48_PV.7_E, 1993-09-28 ,Di Tella,Argentina,Guido.  Di Tella,ARG,,BUG,BUG
General debate,A_48_PV.7_E, 1993-09-28 ,Melescanu,Romania,Teodor  Melescanu,ROU,,BUG,BUG
General debate,A_48_PV.7_E, 1993-09-28 ,Ugglas,Sweden,Margaretha af  Ugglas,SWE,,BUG,BUG
General debate,A_48_PV.7_E, 1993-09-28 ,Tudjman,Croatia,Franjo  Tudjman,HRV,President of the Republic of Croatia,BUG,BUG
General debate,A_48_PV.7_E, 1993-09-28 ,Mugabe,Zimbabwe,Robert Gabriel  Mugabe,ZWE,President of the Republic of Zimbabwe,BUG,BUG
General debate,A_48_PV.8_E, 1993-09-29 ,Qian,China,Qichen.  Qian,CHN,,0.9748089770253643,3851
General debate,A_48_PV.8_E, 1993-09-29 ,Kinkel,Germany,Klaus  Kinkel,DEU,,BUG,BUG
General debate,A_48_PV.8_E, 1993-09-29 ,Chamorro,Nicaragua,Violeta  Chamorro,NIC,President of the Republic of Nicaragua,BUG,BUG
General debate,A_48_PV.8_E, 1993-09-29 ,Ulmanis,Latvia,Guntis  Ulmanis,LVA,President of the Republic of Latvia,BUG,BUG
General debate,A_48_PV.8_E, 1993-09-29 ,Wasmosy,Paraguay,Juan Carlos  Wasmosy,PRY,President of the Republic of Paraguay,BUG,BUG
General debate,A_48_PV.9_E, 1993-09-29 ,Akram,Pakistan,Munir  Akram,PAK,,BUG,BUG
General debate,A_48_PV.9_E, 1993-09-29 ,Ansari,India,Mohammad  Ansari,IND,whom Pakistan regards as its national poet. I translate the couplet,BUG,BUG
General debate,A_48_PV.9_E, 1993-09-29 ,Dossou,Benin,Robert  Dossou,BEN,,BUG,BUG
General debate,A_48_PV.9_E, 1993-09-29 ,McKinnon,New Zealand,Don  McKinnon,NZL,,0.9772069235673406,6759
General debate,A_48_PV.9_E, 1993-09-29 ,Han,Republic of Korea,Sung-Joo  Han,KOR,,BUG,BUG
General debate,A_48_PV.9_E, 1993-09-29 ,Poos,Luxembourg,Jacques F.  Poos,LUX,,0.9601600232597381,3972
General debate,A_48_PV.9_E, 1993-09-29 ,Kravchanka,Belarus,Petr  Kravchanka,BLR,,BUG,BUG
General debate,A_48_PV.9_E, 1993-09-29 ,Kooijmans,Netherlands,Hendrik  Kooijmans,NLD,,BUG,BUG
General debate,A_48_PV.9_E, 1993-09-29 ,Solana,Mexico,Fernando  Solana,MEX,,BUG,BUG
General debate,A_48_PV.9_E, 1993-09-29 ,Sattar,Pakistan,Abdul  Sattar,PAK,,BUG,BUG
General debate,A_48_PV.9_E, 1993-09-29 ,Drnovsek,Slovenia,Janez  Drnovsek,SVN,Prime Minister of the Republic of Slovenia,BUG,BUG
General debate,A_48_PV.9_E, 1993-09-29 ,Campbell,Canada,Kim  Campbell,CAN,Prime Minister of Canada,BUG,BUG
General debate,A_48_PV.9_E, 1993-09-29 ,Sánchez de Lozada,Bolivia,Gonzalo  Sánchez de Lozada,BOL,Constitutional President of the Republic of Bolivia,0.9175963380164734,36685
General debate,A_49_PV.10_E, 1994-09-29 ,Lewis Galindo,Panama,Gabriel  Lewis Galindo,PAN,,0.9984395660805739,39
General debate,A_49_PV.10_E, 1994-09-29 ,Filali,Morocco,Abdellatif  Filali,MAR,Prime Minister and Minister of Foreign Affairs and Cooperation of the Kingdom of Morocco ,0.9994631557351497,35
General debate,A_49_PV.10_E, 1994-09-29 ,Peres,Israel,Shimon  Peres,ISR,,0.9976102686574068,60
General debate,A_49_PV.10_E, 1994-09-29 ,Ouellet,Canada,Andre  Ouellet,CAN,Minister of Foreign Affairs of Canada. Mr. Ouellet (Canada) (interpretation from French): Canada is very pleased,0.9989413800126229,41
General debate,A_49_PV.10_E, 1994-09-29 ,Venetiaan,Suriname,Runaldo Ronald  Venetiaan,SUR,President of the Republic of Suriname ,0.9992089413863965,36
General debate,A_49_PV.10_E, 1994-09-29 ,Snegur,Republic of Moldova,Mircea Ion  Snegur,MDA,President of the Republic of Moldova ,0.9989317002598531,123
General debate,A_49_PV.11_E, 1994-09-29 ,Goldenberg Schreiber,Peru,Efrain  Goldenberg Schreiber,PER,Prime Minister and Minister for Foreign Affairs of the Republic of Peru ,0.9992617064812652,-4
General debate,A_49_PV.11_E, 1994-09-29 ,Otunbayeva,Kyrgyzstan,Roza  Otunbayeva,KGZ,,0.999105723845283,18
General debate,A_49_PV.11_E, 1994-09-29 ,Moses,Micronesia,Resio  Moses,FSM,,0.9991507352369325,36
General debate,A_49_PV.11_E, 1994-09-29 ,Poos,Luxembourg,Jacques F.  Poos,LUX,,0.9991115980857537,26
General debate,A_49_PV.11_E, 1994-09-29 ,Daskalov,Bulgaria,Stanislav  Daskalov,BGR,on whom I now call. Mr. Daskalov (Bulgaria): Let me,0.9993760379088664,40
General debate,A_49_PV.11_E, 1994-09-29 ,Abdullah,Oman,Yousuf  Abdullah,OMN,,0.9994100161497196,28
General debate,A_49_PV.11_E, 1994-09-29 ,Mock,Austria,Alois  Mock,AUT,,0.9989990360511886,63
General debate,A_49_PV.11_E, 1994-09-29 ,Martino,Italy,Antonio.  Martino,ITA,,0.9982082826487225,71
General debate,A_49_PV.11_E, 1994-09-29 ,Aliyev,Azerbaijan,Heydar Alirza oglu  Aliyev,AZE,President of the Azerbaijani Republic ,0.9990946873193404,149
General debate,A_49_PV.12_E, 1994-09-30 ,SOYSAL,Turkey,MUMTAZ  SOYSAL,TUR,,BUG,BUG
General debate,A_49_PV.12_E, 1994-09-30 ,Moussa,Egypt,Amre  Moussa,EGY,,0.9992825385956234,62
General debate,A_49_PV.12_E, 1994-09-30 ,Solana,Spain,Javier  Solana,ESP,,0.9993096506427177,36
General debate,A_49_PV.12_E, 1994-09-30 ,Sirivudh,Cambodia,Prince of Cambodia  Sirivudh,KHM,on whom I now call. Prince Norodom Sirivudh (Cambodia)(interpretation from French): On this solemn occasion allow me first to convey to you,0.9989658132819056,27
General debate,A_49_PV.12_E, 1994-09-30 ,Caldera,Venezuela,Rafael Venezuela. Presidente  Caldera,VEN,President of the Republic of Venezuela ,0.9990954187846242,30
General debate,A_49_PV.12_E, 1994-09-30 ,Brazauska,Lithuania,Algirdas  Brazauska,LTU,President of the Republic of Lithuania ,0.9987964834964596,143
General debate,A_49_PV.13_E, 1994-09-30 ,Albert II,Monaco,Prince of Monaco  Albert II,MCO,Ruling Prince and Head of State of Liechtenstein,0.9990157706113536,23
General debate,A_49_PV.13_E, 1994-09-30 ,Dossou,Benin,Robert  Dossou,BEN,,0.999319625659243,44
General debate,A_49_PV.13_E, 1994-09-30 ,Lafraie,Afghanistan,Najibullah  Lafraie,AFG,and I call on him. Mr. Lafraie (Afghanistan): It gives me great pleasure to convey on behalf of the Islamic State of Afghanistan our warm felicitations to Mr. Amara Essy on his unanimous election to the high office of President of the forty-ninth session of the General Assembly. ,0.9993181801348389,68
General debate,A_49_PV.13_E, 1994-09-30 ,Ruiz Sanchez de Vielman,Guatemala,Gladys  Ruiz Sanchez de Vielman,GTM,,0.9993730732183054,42
General debate,A_49_PV.13_E, 1994-09-30 ,Petersen,Denmark,Niels Helveg  Petersen,DNK,,0.998732717450671,26
General debate,A_49_PV.13_E, 1994-09-30 ,Jayakumar,Singapore,Shunmugam  Jayakumar,SGP,,0.9992470690478715,18
General debate,A_49_PV.13_E, 1994-09-30 ,De Marco,Malta,Guido  De Marco,MLT,the United Nations Special Mission should try to find common ground with a view to ensuring a compromise approach that would lead to national rapprochement among Afghans. We are fully confident that Ambassador Mestiri will keep this in mind as the core of his mandate. If the Afghans,0.98794164180332,1813
